qseqid	General functional category	Functional category	DB ID	Protein description	DB description	EC number	KO	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|C0QLM3|C0QLM3_DESAH	METABOLISM	Amino acid transport and metabolism 	COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	4-hydroxyphenylpyruvate dioxygenase and related hemolysins [Amino acid transport and metabolism, General function prediction only]. 	1.13.11.27	K00457	CDD:442418	23.077	52.0	40.0	0.0	53.0	104.0	44.0	95.0	3.5e-07	44.9
tr|C0QLM3|C0QLM3_DESAH	POORLY CHARACTERIZED	General function prediction only 	COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	4-hydroxyphenylpyruvate dioxygenase and related hemolysins [Amino acid transport and metabolism, General function prediction only]. 	1.13.11.27	K00457	CDD:442418	23.077	52.0	40.0	0.0	53.0	104.0	44.0	95.0	3.5e-07	44.9
tr|C0W1G5|C0W1G5_9ACTO	METABOLISM	Carbohydrate transport and metabolism 	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase [Carbohydrate transport and metabolism]. Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase is part of the Pathway/BioSystem: Glycolysis	1.2.1.12		CDD:439827	68.657	335.0	103.0	2.0	1.0	334.0	1.0	334.0	0.0	655.0
sp|C1A6Q3|EFTU_GEMAT	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	COG0050	Translation elongation factor EF-Tu, a GTPase	Translation elongation factor EF-Tu, a GTPase [Translation, ribosomal structure and biogenesis]. Translation elongation factor EF-Tu, a GTPase is part of the Pathway/BioSystem: Translation factors		K02358	CDD:439820	76.368	402.0	87.0	3.0	1.0	400.0	1.0	396.0	0.0	768.0
tr|C1MX50|C1MX50_MICPC	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	COG1196	Chromosome segregation ATPase Smc	Chromosome segregation ATPase Smc [Cell cycle control, cell division, chromosome partitioning]. 	3.6.4.1	K01361,K02109,K10352	CDD:440809	21.053	228.0	171.0	3.0	1031.0	1258.0	253.0	471.0	3.82e-05	45.7
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	25.54	509.0	197.0	22.0	2800.0	3301.0	3.0	336.0	9.87e-53	187.0
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	25.54	509.0	197.0	22.0	2800.0	3301.0	3.0	336.0	9.87e-53	187.0
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	34.597	211.0	104.0	7.0	2788.0	2997.0	142.0	319.0	1.06e-38	146.0
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	34.597	211.0	104.0	7.0	2788.0	2997.0	142.0	319.0	1.06e-38	146.0
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	22.222	450.0	131.0	12.0	2855.0	3300.0	1.0	235.0	6.12e-28	115.0
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	22.222	450.0	131.0	12.0	2855.0	3300.0	1.0	235.0	6.12e-28	115.0
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	40.206	97.0	49.0	3.0	2792.0	2887.0	246.0	334.0	9.449999999999999e-23	100.0
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	40.206	97.0	49.0	3.0	2792.0	2887.0	246.0	334.0	9.449999999999999e-23	100.0
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	24.742	194.0	83.0	6.0	3111.0	3301.0	2.0	135.0	1.22e-10	63.1
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	24.742	194.0	83.0	6.0	3111.0	3301.0	2.0	135.0	1.22e-10	63.1
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	34.043	47.0	29.0	2.0	2788.0	2833.0	293.0	338.0	7.32e-05	45.0
tr|C1N8E7|C1N8E7_MICPC	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	COG5184	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins	Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins [Cell cycle control, cell division, chromosome partitioning, Cytoskeleton]. 	6.3.2.19	K03874	CDD:444065	34.043	47.0	29.0	2.0	2788.0	2833.0	293.0	338.0	7.32e-05	45.0
tr|C1NA27|C1NA27_MICPC			COG5175		Transcriptional repressor [Transcription]. 	6.3.2.19		CDD:227502	53.846	52.0	22.0	1.0	1777.0	1828.0	17.0	66.0	4.46e-16	80.1
tr|C2FUK7|C2FUK7_SPHSI	METABOLISM	Inorganic ion transport and metabolism 	COG1629	Outer membrane receptor protein, Fe transport	Outer membrane receptor protein, Fe transport [Inorganic ion transport and metabolism]. 		K03546,K09607,K01814,K02014	CDD:441236	16.4	250.0	175.0	10.0	22.0	270.0	426.0	642.0	2.75e-09	55.6
tr|C2FUK8|C2FUK8_SPHSI	METABOLISM	Coenzyme transport and metabolism 	COG4206	Outer membrane cobalamin receptor protein BtuB	Outer membrane cobalamin receptor protein BtuB [Coenzyme transport and metabolism]. 			CDD:443355	31.443	194.0	117.0	8.0	105.0	288.0	4.0	191.0	6.160000000000001e-32	122.0
tr|C3J863|C3J863_POREA			cl46805		Putative OmpA-OmpF-like porin family. This is a family of putative OmpA-OmpF-like porins from Bacteroidetes.			CDD:481145										
tr|C3MBE6|C3MBE6_SINFN	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG3772	Phage-related lysozyme (muramidase), GH24 family	Phage-related lysozyme (muramidase), GH24 family [Cell wall/membrane/envelope biogenesis]. 	3.2.1.17	K01185	CDD:442986	46.98	149.0	73.0	2.0	1.0	147.0	2.0	146.0	7.89e-39	136.0
tr|C3QX03|C3QX03_9BACE	METABOLISM	Inorganic ion transport and metabolism 	COG1629	Outer membrane receptor protein, Fe transport	Outer membrane receptor protein, Fe transport [Inorganic ion transport and metabolism]. 		K03546,K09607,K01814,K02014	CDD:441236	19.16	762.0	405.0	24.0	31.0	778.0	1.0	565.0	3.62e-39	152.0
tr|C3SBW8|C3SBW8_ECOLX	POORLY CHARACTERIZED	Function unknown 	COG2733	Uncharacterized membrane-anchored protein YjiN, DUF445 family	Uncharacterized membrane-anchored protein YjiN, DUF445 family [Function unknown]. 			CDD:442039	45.088	397.0	213.0	3.0	25.0	417.0	26.0	421.0	1.8e-175	493.0
tr|C3SCN2|C3SCN2_ECOLX	METABOLISM	Carbohydrate transport and metabolism 	COG1830	Fructose-bisphosphate aldolase class Ia, DhnA family	Fructose-bisphosphate aldolase class Ia, DhnA family [Carbohydrate transport and metabolism]. Fructose-bisphosphate aldolase class Ia, DhnA family is part of the Pathway/BioSystem: Glycolysis	4.1.2.13		CDD:441435	32.55	298.0	152.0	9.0	72.0	368.0	3.0	252.0	8.819999999999999e-95	280.0
tr|C3SFS4|C3SFS4_ECOLX	METABOLISM	Carbohydrate transport and metabolism 	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE	L-ribulose-5-phosphate 3-epimerase UlaE [Carbohydrate transport and metabolism]. 	5.-.-.-		CDD:442841	64.0	275.0	99.0	0.0	6.0	280.0	1.0	275.0	0.0	536.0
tr|C3SM55|C3SM55_ECOLX	METABOLISM	Carbohydrate transport and metabolism 	COG1501	Alpha-glucosidase/xylosidase, GH31 family	Alpha-glucosidase/xylosidase, GH31 family [Carbohydrate transport and metabolism]. 		K07407	CDD:441110	36.851	578.0	353.0	7.0	136.0	710.0	40.0	608.0	0.0	606.0
tr|C3T2Q2|C3T2Q2_ECOLX	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG0451	Nucleoside-diphosphate-sugar epimerase	Nucleoside-diphosphate-sugar epimerase [Cell wall/membrane/envelope biogenesis]. 		K03274,K00060,K00100,K01784,K01710	CDD:440220	27.083	336.0	203.0	12.0	317.0	651.0	1.0	295.0	3.76e-62	205.0
tr|C3T2Q2|C3T2Q2_ECOLX	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	COG0223	Methionyl-tRNA formyltransferase	Methionyl-tRNA formyltransferase [Translation, ribosomal structure and biogenesis]. 	2.1.2.9	K00604	CDD:439993	37.54	309.0	187.0	3.0	1.0	304.0	1.0	308.0	5.63e-121	359.0
tr|C3TFD2|C3TFD2_ECOLX	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG3206	Exopolysaccharide export protein/domain GumC/Wzc1	Exopolysaccharide export protein/domain GumC/Wzc1 [Cell wall/membrane/envelope biogenesis]. 	2.7.10.-	K00903	CDD:442439	22.136	777.0	431.0	6.0	5.0	708.0	2.0	677.0	3.56e-94	304.0
tr|C3UZB1|C3UZB1_9BACT	METABOLISM	Inorganic ion transport and metabolism 	COG2221	Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits	Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits [Inorganic ion transport and metabolism]. 	1.8.99.3	K03839,K00532,K00335	CDD:441823	29.508	61.0	34.0	4.0	192.0	252.0	3.0	54.0	2.64e-07	43.9
tr|C3UZB1|C3UZB1_9BACT	METABOLISM	Inorganic ion transport and metabolism 	COG0155	Sulfite reductase, beta subunit (hemoprotein)	Sulfite reductase, beta subunit (hemoprotein) [Inorganic ion transport and metabolism]. Sulfite reductase, beta subunit (hemoprotein) is part of the Pathway/BioSystem: Cysteine biosynthesis	1.8.1.2	K00381	CDD:439925	22.917	144.0	86.0	9.0	68.0	199.0	66.0	196.0	7.49e-08	49.7
tr|C3Z0M6|C3Z0M6_BRAFL			COG5602		Histone deacetylase complex, regulatory component SIN3  [Chromatin structure and dynamics]. 			CDD:227889	31.232	1063.0	600.0	24.0	109.0	1122.0	126.0	1106.0	0.0	565.0
tr|C4N814|C4N814_BRAEL	METABOLISM	Amino acid transport and metabolism 	COG0174	Glutamine synthetase	Glutamine synthetase [Amino acid transport and metabolism]. Glutamine synthetase is part of the Pathway/BioSystem: Glutamine biosynthesis	6.3.1.2	K01915	CDD:439944	28.571	182.0	93.0	13.0	29.0	188.0	51.0	217.0	3e-13	64.4
tr|C4RG38|C4RG38_MICS3	POORLY CHARACTERIZED	General function prediction only 	COG3209	Uncharacterized conserved protein RhaS, contains 28 RHS repeats	Uncharacterized conserved protein RhaS, contains 28 RHS repeats [General function prediction only]. 		K01238,K01179,K01090	CDD:442442	11.197	777.0	681.0	1.0	352.0	1128.0	11.0	778.0	8.83e-06	47.4
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG3055	N-acetylneuraminic acid mutarotase	N-acetylneuraminic acid mutarotase [Cell wall/membrane/envelope biogenesis]. 		K08282	CDD:442289	33.688	282.0	163.0	7.0	1025.0	1297.0	3.0	269.0	5.62e-48	170.0
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG3055	N-acetylneuraminic acid mutarotase	N-acetylneuraminic acid mutarotase [Cell wall/membrane/envelope biogenesis]. 		K08282	CDD:442289	33.333	234.0	143.0	4.0	1071.0	1301.0	2.0	225.0	1.67e-38	142.0
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG3055	N-acetylneuraminic acid mutarotase	N-acetylneuraminic acid mutarotase [Cell wall/membrane/envelope biogenesis]. 		K08282	CDD:442289	31.12	241.0	142.0	7.0	1025.0	1257.0	50.0	274.0	2.7e-36	136.0
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG3055	N-acetylneuraminic acid mutarotase	N-acetylneuraminic acid mutarotase [Cell wall/membrane/envelope biogenesis]. 		K08282	CDD:442289	30.412	194.0	123.0	4.0	1118.0	1302.0	2.0	192.0	9.21e-29	114.0
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG1404	Serine protease, subtilisin family	Serine protease, subtilisin family [Posttranslational modification, protein turnover, chaperones]. 	3.4.21.-	K01342,K08652	CDD:441014	25.657	495.0	316.0	9.0	86.0	569.0	3.0	456.0	5.2299999999999995e-55	196.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG2815	PASTA domain, binds beta-lactams	PASTA domain, binds beta-lactams [Cell wall/membrane/envelope biogenesis]. 	2.7.11.1	K00870,K08884	CDD:442064	39.196	199.0	112.0	4.0	427.0	623.0	29.0	220.0	1.7899999999999998e-52	178.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG2815	PASTA domain, binds beta-lactams	PASTA domain, binds beta-lactams [Cell wall/membrane/envelope biogenesis]. 	2.7.11.1	K00870,K08884	CDD:442064	45.455	143.0	76.0	2.0	491.0	632.0	20.0	161.0	4.55e-39	141.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG2815	PASTA domain, binds beta-lactams	PASTA domain, binds beta-lactams [Cell wall/membrane/envelope biogenesis]. 	2.7.11.1	K00870,K08884	CDD:442064	34.586	133.0	82.0	3.0	424.0	556.0	93.0	220.0	1.2000000000000002e-27	108.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG2815	PASTA domain, binds beta-lactams	PASTA domain, binds beta-lactams [Cell wall/membrane/envelope biogenesis]. 	2.7.11.1	K00870,K08884	CDD:442064	46.053	76.0	39.0	2.0	557.0	631.0	18.0	92.0	1.06e-16	76.8
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	COG0515	Serine/threonine protein kinase	Serine/threonine protein kinase [Signal transduction mechanisms]. 		K03438,K03583,K04371,K00908,K00914,K08282,K01144	CDD:440281	46.241	266.0	141.0	1.0	8.0	271.0	5.0	270.0	3.0700000000000004e-124	376.0
tr|C5CI23|C5CI23_KOSOT	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG4870	Cysteine protease, C1A family	Cysteine protease, C1A family [Posttranslational modification, protein turnover, chaperones]. 			CDD:443898	27.586	261.0	124.0	8.0	135.0	394.0	16.0	212.0	1.43e-32	126.0
tr|C5CIK8|C5CIK8_KOSOT	METABOLISM	Carbohydrate transport and metabolism 	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	ABC-type glycerol-3-phosphate transport system, periplasmic component [Carbohydrate transport and metabolism]. 	2.2.1.6	K10108,K05813,K07533,K02027,K01872	CDD:441259	32.161	398.0	198.0	11.0	19.0	412.0	31.0	360.0	4.129999999999999e-90	274.0
tr|C5M9C2|C5M9C2_CANTT	METABOLISM	Lipid transport and metabolism 	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily	Lysophospholipase, alpha-beta hydrolase superfamily [Lipid transport and metabolism]. 	3.1.1.5	K01048,K01055,K00433,K01563	CDD:441868	21.818	110.0	76.0	5.0	165.0	272.0	31.0	132.0	6.01e-07	47.3
tr|C6E167|C6E167_GEOSM	METABOLISM	Carbohydrate transport and metabolism 	COG3469	Chitinase	Chitinase [Carbohydrate transport and metabolism]. 	3.2.1.14		CDD:442692	16.0	225.0	174.0	3.0	136.0	359.0	3.0	213.0	0.000468	41.7
tr|C6E167|C6E167_GEOSM	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG3419	Type IV pilus assembly protein, tip-associated adhesin PilY1	Type IV pilus assembly protein, tip-associated adhesin PilY1 [Cell motility, Extracellular structures]. 			CDD:442645	22.578	1032.0	509.0	39.0	563.0	1535.0	6.0	806.0	1.97e-77	273.0
tr|C6E167|C6E167_GEOSM	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	COG3419	Type IV pilus assembly protein, tip-associated adhesin PilY1	Type IV pilus assembly protein, tip-associated adhesin PilY1 [Cell motility, Extracellular structures]. 			CDD:442645	22.578	1032.0	509.0	39.0	563.0	1535.0	6.0	806.0	1.97e-77	273.0
tr|C6E2K1|C6E2K1_GEOSM	METABOLISM	Energy production and conversion 	COG1454	Alcohol dehydrogenase, class IV	Alcohol dehydrogenase, class IV [Energy production and conversion]. 	1.1.1.1	K00048	CDD:441063	50.0	382.0	190.0	1.0	6.0	387.0	1.0	381.0	0.0	547.0
tr|C6E2V6|C6E2V6_GEOSM	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG2885	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins [Cell wall/membrane/envelope biogenesis]. 	3.6.1.1	K01361,K03640,K08652,K02275	CDD:442131	24.913	289.0	216.0	1.0	136.0	424.0	1.0	288.0	1.43e-39	141.0
tr|C6E2V6|C6E2V6_GEOSM			cl46805		Putative OmpA-OmpF-like porin family. This is a family of putative OmpA-OmpF-like porins from Bacteroidetes.			CDD:481145										
tr|C6E3T2|C6E3T2_GEOSM	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG3203	Outer membrane porin OmpC/OmpF/PhoE	Outer membrane porin OmpC/OmpF/PhoE [Cell wall/membrane/envelope biogenesis]. 		K01081,K01446	CDD:442436	15.917	289.0	181.0	10.0	133.0	415.0	99.0	331.0	4.14e-05	42.3
