qseqid	General functional category	Functional category	DB ID	Protein description	DB description	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|F4C0P1|F4C0P1_METSG	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0176	20S proteasome, regulatory subunit alpha type PSMA5/PUP2	KOG0176, 20S proteasome, regulatory subunit alpha type PSMA5/PUP2 [Posttranslational modification, protein turnover, chaperones]	CDD:228125	28.283	198	124	5	7	192	34	225	1.73e-24	94.1
tr|F4C0P1|F4C0P1_METSG	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0180	20S proteasome, regulatory subunit beta type PSMB3/PUP3	KOG0180, 20S proteasome, regulatory subunit beta type PSMB3/PUP3 [Posttranslational modification, protein turnover, chaperones]	CDD:228129	24.581	179	134	1	2	179	3	181	2.83e-22	87.5
tr|F4C0P1|F4C0P1_METSG	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0178	20S proteasome, regulatory subunit alpha type PSMA4/PRE9	KOG0178, 20S proteasome, regulatory subunit alpha type PSMA4/PRE9 [Posttranslational modification, protein turnover, chaperones]	CDD:228127	29.032	186	125	4	9	188	33	217	1.93e-19	81.0
tr|F4C0P1|F4C0P1_METSG	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0177	20S proteasome, regulatory subunit beta type PSMB2/PRE1	KOG0177, 20S proteasome, regulatory subunit beta type PSMB2/PRE1 [Posttranslational modification, protein turnover, chaperones]	CDD:228126	28.07	171	115	4	9	174	3	170	3.82e-16	71.2
tr|F4C0P1|F4C0P1_METSG	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0863	20S proteasome, regulatory subunit alpha type PSMA1/PRE5	KOG0863, 20S proteasome, regulatory subunit alpha type PSMA1/PRE5 [Posttranslational modification, protein turnover, chaperones]	CDD:228809	29.189	185	117	6	1	177	26	204	1.43e-15	70.5
tr|F4C0P1|F4C0P1_METSG	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0183	20S proteasome, regulatory subunit alpha type PSMA7/PRE6	KOG0183, 20S proteasome, regulatory subunit alpha type PSMA7/PRE6 [Posttranslational modification, protein turnover, chaperones]	CDD:228132	29.717	212	132	9	4	206	27	230	4.66e-14	66.3
tr|F4C0P1|F4C0P1_METSG	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0184	20S proteasome, regulatory subunit alpha type PSMA3/PRE10	KOG0184, 20S proteasome, regulatory subunit alpha type PSMA3/PRE10 [Posttranslational modification, protein turnover, chaperones]	CDD:228133	26.163	172	121	3	4	171	31	200	1.04e-13	65.5
tr|F4C0P1|F4C0P1_METSG	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0181	20S proteasome, regulatory subunit alpha type PSMA2/PRE8	KOG0181, 20S proteasome, regulatory subunit alpha type PSMA2/PRE8 [Posttranslational modification, protein turnover, chaperones]	CDD:228130	26.702	191	121	6	4	184	29	210	1.47e-12	62.1
tr|F4C0P1|F4C0P1_METSG	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0185	20S proteasome, regulatory subunit beta type PSMB4/PRE4	KOG0185, 20S proteasome, regulatory subunit beta type PSMB4/PRE4 [Posttranslational modification, protein turnover, chaperones]	CDD:228134	23.786	206	146	6	7	204	41	243	5.9e-12	60.5
tr|F4C0P1|F4C0P1_METSG	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0182	20S proteasome, regulatory subunit alpha type PSMA6/SCL1	KOG0182, 20S proteasome, regulatory subunit alpha type PSMA6/SCL1 [Posttranslational modification, protein turnover, chaperones]	CDD:228131	22.381	210	150	9	7	206	36	242	2.93e-06	44.0
tr|F4C0Q1|F4C0Q1_METSG	METABOLISM	Lipid transport and metabolism 	KOG1175	Acyl-CoA synthetase	KOG1175, Acyl-CoA synthetase [Lipid transport and metabolism]	CDD:229118	44.8	625	321	9	44	660	15	623	0.0	680.0
tr|F4C0Q1|F4C0Q1_METSG	METABOLISM	Lipid transport and metabolism 	KOG1176	Acyl-CoA synthetase	KOG1176, Acyl-CoA synthetase [Lipid transport and metabolism]	CDD:229119	29.735	528	327	14	121	640	42	533	1.7500000000000002e-85	276.0
tr|F4C0Q1|F4C0Q1_METSG	METABOLISM	Lipid transport and metabolism 	KOG1177	Long chain fatty acid acyl-CoA ligase	KOG1177, Long chain fatty acid acyl-CoA ligase [Lipid transport and metabolism]	CDD:229120	23.39	590	377	17	93	639	30	587	1.2799999999999999e-52	188.0
tr|F4C0Q1|F4C0Q1_METSG	METABOLISM	Lipid transport and metabolism 	KOG1179	Very long-chain acyl-CoA synthetase/fatty acid transporter	KOG1179, Very long-chain acyl-CoA synthetase/fatty acid transporter [Lipid transport and metabolism]	CDD:229122	21.416	579	350	26	120	651	100	620	9.22e-20	91.2
tr|F4C0Q1|F4C0Q1_METSG	METABOLISM	Lipid transport and metabolism 	KOG1256	Long-chain acyl-CoA synthetases (AMP-forming)	KOG1256, Long-chain acyl-CoA synthetases (AMP-forming) [Lipid transport and metabolism]	CDD:229198	21.928	529	318	22	118	584	102	597	1.07e-15	78.5
tr|F4C0Q1|F4C0Q1_METSG	METABOLISM	Secondary metabolites biosynthesis, transport and catabolism 	KOG1178	Non-ribosomal peptide synthetase/alpha-aminoadipate reductase and related enzymes	KOG1178, Non-ribosomal peptide synthetase/alpha-aminoadipate reductase and related enzymes [Secondary metabolites biosynthesis, transport and catabolism]	CDD:229121	18.447	412	272	15	257	628	181	568	6.43e-15	76.3
tr|F4C0Q1|F4C0Q1_METSG	METABOLISM	Lipid transport and metabolism 	KOG1180	Acyl-CoA synthetase	KOG1180, Acyl-CoA synthetase [Lipid transport and metabolism]	CDD:229123	22.566	226	151	7	103	316	69	282	7.42e-14	72.4
tr|F4C0T3|F4C0T3_METSG	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0815	60S acidic ribosomal protein P0	KOG0815, 60S acidic ribosomal protein P0 [Translation, ribosomal structure and biogenesis]	CDD:228761	25.991	227	161	3	21	244	19	241	2.34e-25	99.8
tr|F4C0T3|F4C0T3_METSG	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	KOG0816	Protein involved in mRNA turnover	KOG0816, Protein involved in mRNA turnover [RNA processing and modification]	CDD:228762	24.022	179	124	4	13	183	21	195	1.52e-11	60.9
tr|F4C0T5|F4C0T5_METSG	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG3257	Mitochondrial/chloroplast ribosomal protein L11	KOG3257, Mitochondrial/chloroplast ribosomal protein L11 [Translation, ribosomal structure and biogenesis]	CDD:231195	38.235	136	79	3	4	134	21	156	7.43e-25	91.7
tr|F4C0T5|F4C0T5_METSG	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0886	40S ribosomal protein S2	KOG0886, 40S ribosomal protein S2 [Translation, ribosomal structure and biogenesis]	CDD:228832	35.211	142	86	3	11	148	21	160	3.78e-18	74.6
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	20.583	549	340	23	447	917	162	692	1.16e-31	133.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	21.39	561	349	26	446	930	66	610	3.02e-28	122.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	20.557	574	358	26	1548	2041	60	615	1.7699999999999998e-23	106.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	20.072	553	367	21	1464	1947	61	607	6.14e-20	95.1
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	21.167	600	370	26	1700	2217	46	624	1.29e-19	94.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	20.946	592	367	26	591	1100	38	610	1.28e-18	90.9
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	19.395	562	356	24	1129	1610	66	610	7.27e-18	88.2
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	19.685	635	419	25	1044	1596	66	691	7.34e-18	88.2
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	24.15	294	180	12	421	679	330	615	2.72e-17	86.3
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	17.431	654	411	31	874	1426	66	691	1.81e-16	83.6
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	21.909	461	285	21	1901	2300	73	519	1.08e-12	71.3
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	23.729	354	213	19	1979	2283	66	411	1.34e-10	64.3
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3513	Neural cell adhesion molecule L1	KOG3513, Neural cell adhesion molecule L1 [Signal transduction mechanisms]	CDD:231450	20.126	318	191	16	2025	2291	22	327	8.08e-05	45.5
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4222	Axon guidance receptor Dscam	KOG4222, Axon guidance receptor Dscam [Signal transduction mechanisms]	CDD:232151	22.661	481	309	18	1191	1612	32	508	2.25e-25	113.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4222	Axon guidance receptor Dscam	KOG4222, Axon guidance receptor Dscam [Signal transduction mechanisms]	CDD:232151	22.993	461	295	13	766	1168	32	490	2.22e-22	103.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4222	Axon guidance receptor Dscam	KOG4222, Axon guidance receptor Dscam [Signal transduction mechanisms]	CDD:232151	22.938	497	295	16	491	913	8	490	1.98e-20	96.9
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4222	Axon guidance receptor Dscam	KOG4222, Axon guidance receptor Dscam [Signal transduction mechanisms]	CDD:232151	22.629	464	291	15	1786	2187	32	489	8.69e-20	94.9
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4222	Axon guidance receptor Dscam	KOG4222, Axon guidance receptor Dscam [Signal transduction mechanisms]	CDD:232151	21.842	467	296	15	1531	1942	32	484	1.88e-17	87.2
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4222	Axon guidance receptor Dscam	KOG4222, Axon guidance receptor Dscam [Signal transduction mechanisms]	CDD:232151	21.154	468	295	18	936	1338	32	490	1.04e-16	84.5
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4222	Axon guidance receptor Dscam	KOG4222, Axon guidance receptor Dscam [Signal transduction mechanisms]	CDD:232151	22.887	485	306	17	423	847	32	508	2.57e-16	83.4
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4222	Axon guidance receptor Dscam	KOG4222, Axon guidance receptor Dscam [Signal transduction mechanisms]	CDD:232151	22.829	403	254	14	1956	2310	32	425	8.7e-08	55.2
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	26.615	387	224	18	512	851	46	419	2.19e-21	99.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	21.986	423	271	16	445	823	64	471	3.05e-19	93.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	21.311	366	235	11	1041	1361	62	419	4.81e-18	89.1
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	22.184	293	201	8	2028	2295	128	418	1.14e-17	88.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	20.713	589	378	21	1434	1947	30	604	2.58e-17	86.8
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	20.065	618	376	24	1126	1673	62	631	9.84e-16	81.4
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	19.639	499	312	20	705	1134	66	544	2.42e-15	80.3
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	20.813	418	267	15	964	1333	70	471	7.32e-15	78.7
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	23.288	219	139	7	428	628	243	450	4.92e-10	63.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	20.886	316	210	11	1843	2126	112	419	1.76e-09	61.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	27.586	203	128	5	2097	2280	111	313	3.32e-08	56.8
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4221	Receptor mediating netrin-dependent axon guidance	KOG4221, Receptor mediating netrin-dependent axon guidance [Signal transduction mechanisms]	CDD:232150	26.829	123	82	4	2183	2298	112	233	2.35e-05	47.5
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	23.929	280	170	8	851	1088	504	782	4.57e-13	72.6
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	24.096	332	186	15	494	777	490	803	2.08e-12	70.3
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	22.968	283	171	9	1360	1598	503	782	7.01e-11	65.3
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	22.42	281	175	10	765	1003	503	782	1.5e-10	64.1
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	21.769	294	185	9	1603	1853	491	782	1.87e-10	64.1
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	21.786	280	176	10	1276	1513	504	782	4.92e-09	59.5
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	23.103	290	180	8	415	662	496	784	1.03e-08	58.3
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	21.667	300	183	10	2041	2294	504	797	3.06e-08	56.8
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	21.429	294	186	9	1093	1343	491	782	4.22e-07	52.9
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	19.776	268	168	8	695	918	518	782	1.62e-06	51.0
tr|F4C0V0|F4C0V0_METSG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4194	Membrane glycoprotein LIG-1	KOG4194, Membrane glycoprotein LIG-1 [Signal transduction mechanisms]	CDD:232124	20.789	279	178	8	1785	2021	503	780	4.62e-06	49.5
tr|F4XG17|F4XG17_9FIRM	METABOLISM	Carbohydrate transport and metabolism 	KOG0657	Glyceraldehyde 3-phosphate dehydrogenase	KOG0657, Glyceraldehyde 3-phosphate dehydrogenase [Carbohydrate transport and metabolism]	CDD:228604	53.56	323	108	7	13	332	1	284	1.7700000000000002e-123	354.0
tr|F4XRY7|F4XRY7_9CYAN	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG4266	Subtilisin kexin isozyme-1/site 1 protease, subtilase superfamily	KOG4266, Subtilisin kexin isozyme-1/site 1 protease, subtilase superfamily [Posttranslational modification, protein turnover, chaperones]	CDD:232195	26.113	337	152	17	122	423	182	456	8.8e-11	62.3
