Entry	Entry Name	Protein names	Gene Ontology (GO)	Function [CC]	EC number	Annotation	Protein families	Pfam
M6DE26	M6DE26_9LEPT	Flagellin	periplasmic flagellum [GO:0055040]; structural molecule activity [GO:0005198]	FUNCTION: Component of the core of the flagella. {ECO:0000256|ARBA:ARBA00004095, ECO:0000256|RuleBase:RU362073}.		2.0	Bacterial flagellin family	PF00700;PF00669;
M7N7V5	M7N7V5_9BACT	HYR domain protein				1.0		PF02494;PF23237;
G7V893	G7V893_THELD	Phosphate butyryltransferase (EC 2.3.1.19)	phosphate butyryltransferase activity [GO:0050182]; butyrate metabolic process [GO:0019605]		2.3.1.19	1.0	Phosphate acetyltransferase and butyryltransferase family	PF01515;
X0PB26	X0PB26_9LACO	Cell envelope-associated proteinase PrtR (PrtP)	membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			1.0	Peptidase S8 family	PF06280;PF00082;
R6D3U3	R6D3U3_9BACE	Outer membrane receptor proteins mostly Fe transport	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
E0SHH0	E0SHH0_DICD3	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	cytosol [GO:0005829]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; cellular response to hydrogen peroxide [GO:0070301]; hydrogen peroxide catabolic process [GO:0042744]	FUNCTION: Bifunctional enzyme with both catalase and broad-spectrum peroxidase activity. {ECO:0000256|HAMAP-Rule:MF_01961}.	1.11.1.21	4.0	Peroxidase family, Peroxidase/catalase subfamily	PF00141;
Q9EV93	Q9EV93_ACEST	Large subunit of protein C	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]			1.0		PF08545;PF19364;
X1TGL9	X1TGL9_9ZZZZ	Glycosyl hydrolase family 98 putative carbohydrate-binding module domain-containing protein				1.0		
A1ANB0	A1ANB0_PELPD	MltA-interacting MipA family protein				1.0		
Q3A9J4	GRDB_CARHZ	Glycine reductase complex component B subunit gamma (EC 1.21.4.2) (Selenoprotein PB gamma)	glycine reductase complex [GO:0030700]; glycine reductase activity [GO:0030699]	FUNCTION: In the first step of glycine reductase, the substrate is bound to component PB via a Schiff base intermediate. Then the PB-activated substrate is nucleophilically attacked by the selenol anion of component PA to transform it to a carboxymethylated selenoether and the respective amine. By action of component PC, acetyl phosphate is formed, leaving component PA in its oxidized state. Finally component PA becomes reduced by the thioredoxin system to start a new catalytic cycle of reductive deamination (By similarity). {ECO:0000250}.	1.21.4.2	3.0	GrdB/GrdF/GrdH family	PF07355;
E7SA87	E7SA87_9STRE	Efflux ABC transporter, permease protein	plasma membrane [GO:0005886]			1.0		PF02687;PF12704;
X1VJ43	X1VJ43_9ZZZZ	Uncharacterized protein				1.0		
Q56D12	Q56D12_GOSHI	ROP4 (Small GTPase) (Rac3)	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small GTPase-mediated signal transduction [GO:0007264]			1.0	Small GTPase superfamily, Rho family	PF00071;
E1R9Q1	E1R9Q1_SEDSS	Basic membrane lipoprotein	plasma membrane [GO:0005886]			1.0	BMP lipoprotein family	PF02608;
I3C1H9	I3C1H9_9FLAO	TonB-linked outer membrane protein, SusC/RagA family	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
G8UM80	G8UM80_TANFA	Peptidase C13 family	cytoplasm [GO:0005737]; cysteine-type endopeptidase activity [GO:0004197]; proteolysis [GO:0006508]			1.0		PF01650;PF19408;PF18962;
A0A5M5C5N8	A0A5M5C5N8_BACOV	SusC/RagA family TonB-linked outer membrane protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF07715;PF00593;
W4LXG6	W4LXG6_9BACT	Malate dehydrogenase (EC 1.1.1.37)	L-lactate dehydrogenase activity [GO:0004459]; L-malate dehydrogenase (NAD+) activity [GO:0030060]; lactate metabolic process [GO:0006089]; pyruvate metabolic process [GO:0006090]; tricarboxylic acid cycle [GO:0006099]	FUNCTION: Catalyzes the reversible oxidation of malate to oxaloacetate. {ECO:0000256|HAMAP-Rule:MF_00487}.	1.1.1.37	2.0	LDH/MDH superfamily, MDH type 3 family	PF02866;PF00056;
Q8VRT1	Q8VRT1_9BACT	Adenosine-5'-phosphosulfate reductase alpha subunit	plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; succinate dehydrogenase activity [GO:0000104]; anaerobic respiration [GO:0009061]			1.0		PF00890;
Q93EU5	Q93EU5_9BACT	Dissimilatory sulfite reductase alpha subunit	4 iron, 4 sulfur cluster binding [GO:0051539]; dissimilatory sulfite reductase activity [GO:0018551]; heme binding [GO:0020037]; metal ion binding [GO:0046872]			1.0		PF01077;
A0A1V4VDA0	A0A1V4VDA0_9EURY	Transcriptional regulator GfcR	DNA binding [GO:0003677]; orotate phosphoribosyltransferase activity [GO:0004588]; pyrimidine nucleobase biosynthetic process [GO:0019856]; regulation of gene expression [GO:0010468]; UMP biosynthetic process [GO:0006222]			2.0	Purine/pyrimidine phosphoribosyltransferase family, GfcR subfamily	PF00156;
A0A7K4AL44	A0A7K4AL44_METSH	Hsp20/alpha crystallin family protein				1.0	Small heat shock protein (HSP20) family	PF00011;
A0LLE2	A0LLE2_SYNFM	Carbon monoxide dehydrogenase (EC 1.2.7.4)	4 iron, 4 sulfur cluster binding [GO:0051539]; anaerobic carbon-monoxide dehydrogenase activity [GO:0043885]; hydroxylamine reductase activity [GO:0050418]; nickel cation binding [GO:0016151]; peroxidase activity [GO:0004601]; generation of precursor metabolites and energy [GO:0006091]; response to hydrogen peroxide [GO:0042542]		1.2.7.4	2.0		PF03063;
W4M898	W4M898_9BACT	Glycerol-3-phosphate ABC transporter substrate-binding protein	periplasmic space [GO:0042597]; transmembrane transport [GO:0055085]			1.0	Bacterial solute-binding protein 1 family	PF13416;
M1YSW3	M1YSW3_9FIRM	Asp23/Gls24 family envelope stress response protein				1.0	Asp23 family	PF03780;
D2R336	D2R336_PIRSD	Autotransporter-associated beta strand repeat protein	extracellular region [GO:0005576]; calcium ion binding [GO:0005509]			1.0		PF00353;PF12951;
E3CV98	E3CV98_9BACT	Microcompartments protein	bacterial microcompartment [GO:0031469]; structural molecule activity [GO:0005198]			1.0		PF00936;
Q3A7X6	Q3A7X6_SYNC1	Ethanol dehydrogenase, putative	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]			1.0	Iron-containing alcohol dehydrogenase family	PF00465;
A0LEC9	ENO_SYNFM	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]	FUNCTION: Catalyzes the reversible conversion of 2-phosphoglycerate (2-PG) into phosphoenolpyruvate (PEP). It is essential for the degradation of carbohydrates via glycolysis. {ECO:0000255|HAMAP-Rule:MF_00318}.	4.2.1.11	3.0	Enolase family	PF00113;PF03952;
A1AN37	A1AN37_PELPD	Desulfoferrodoxin (EC 1.15.1.2) (Superoxide reductase)	iron ion binding [GO:0005506]; superoxide reductase activity [GO:0050605]; removal of superoxide radicals [GO:0019430]	FUNCTION: Catalyzes the one-electron reduction of superoxide anion radical to hydrogen peroxide at a nonheme ferrous iron center. Plays a fundamental role in case of oxidative stress via its superoxide detoxification activity. {ECO:0000256|ARBA:ARBA00024690}.	1.15.1.2	2.0	Desulfoferrodoxin family	PF06397;PF01880;
I9B541	I9B541_9FIRM	Aldehyde oxidase and xanthine dehydrogenase molybdopterin binding protein	2 iron, 2 sulfur cluster binding [GO:0051537]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]			1.0	Xanthine dehydrogenase family	PF01315;PF00111;PF01799;PF02738;PF20256;
A0A3S4LSI7	A0A3S4LSI7_9STRE	Ribonuclease J (RNase J) (EC 3.1.-.-)	cytoplasm [GO:0005737]; 5'-3' RNA exonuclease activity [GO:0004534]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; zinc ion binding [GO:0008270]; rRNA processing [GO:0006364]	FUNCTION: An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and/or decay. {ECO:0000256|HAMAP-Rule:MF_01491}.	3.1.-.-	2.0	Metallo-beta-lactamase superfamily, RNA-metabolizing metallo-beta-lactamase-like family, Bacterial RNase J subfamily	PF00753;PF07521;PF22505;PF17770;
D2Z6S4	D2Z6S4_9BACT	Uncharacterized protein				1.0		
F5IW97	F5IW97_9BACT	OmpA-like domain-containing protein	cell outer membrane [GO:0009279]			1.0		PF00691;
Q9RLP3	Q9RLP3_MYCTX	Membrane protein (Membrane transport protein mmpL8) (Transmembrane transport protein MmpL14)	plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]			1.0	Resistance-nodulation-cell division (RND) (TC 2.A.6) family, MmpL subfamily	PF03176;
Q3A461	Q3A461_SYNC1	Cytoplasmic [FeFe]-hydrogenase-associated NADPH oxidoreductase, ferredoxin-like subunit	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]			1.0	Complex I 24 kDa subunit family	PF01257;
A9B3H3	A9B3H3_HERA2	Peptidase M23B	metalloendopeptidase activity [GO:0004222]			1.0		PF01551;
K2RCN2	K2RCN2_METFP	Cob/CoM heterodisulfide reductase subunit B	CoB--CoM heterodisulfide reductase activity [GO:0051912]; methanogenesis [GO:0015948]	FUNCTION: Part of a complex that catalyzes the reversible reduction of CoM-S-S-CoB to the thiol-coenzymes H-S-CoM (coenzyme M) and H-S-CoB (coenzyme B). {ECO:0000256|ARBA:ARBA00003406}.		1.0	HdrB family	PF02754;
A0A7K4AJK0	A0A7K4AJK0_METSH	AMP phosphorylase (AMPpase) (EC 2.4.2.57) (Nucleoside monophosphate phosphorylase) (NMP phosphorylase)	cytosol [GO:0005829]; 1,4-alpha-oligoglucan phosphorylase activity [GO:0004645]; AMP binding [GO:0016208]; pentosyltransferase activity [GO:0016763]; AMP catabolic process [GO:0006196]; pyrimidine deoxyribonucleoside metabolic process [GO:0046125]; pyrimidine nucleobase metabolic process [GO:0006206]	FUNCTION: Catalyzes the conversion of AMP and phosphate to adenine and ribose 1,5-bisphosphate (R15P). Exhibits phosphorylase activity toward CMP and UMP in addition to AMP. Functions in an archaeal AMP degradation pathway, together with R15P isomerase and RubisCO. {ECO:0000256|HAMAP-Rule:MF_02132}.	2.4.2.57	3.0	Thymidine/pyrimidine-nucleoside phosphorylase family, Type 2 subfamily	PF02885;PF00591;PF07831;
R9LC79	R9LC79_9FIRM	Periplasmic binding protein domain-containing protein	outer membrane-bounded periplasmic space [GO:0030288]; carbohydrate binding [GO:0030246]			2.0		PF13407;
A0A1V4V1W7	A0A1V4V1W7_9EURY	Uncharacterized protein				1.0		
W2NU56	W2NU56_PHYNI	Oxidation resistance protein 1	mitochondrion [GO:0005739]; signal transduction [GO:0007165]			1.0	OXR1 family	PF04727;PF00620;PF02759;PF07534;
Q6QH99	Q6QH99_9BACT	OmpA family protein (Outer membrane protein A)	cell outer membrane [GO:0009279]			1.0		PF00691;
A6EE43	A6EE43_9SPHI	TonB-dependent receptor	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;
S0G508	S0G508_9BACT	General L-amino acid ABC transport system, substrate-binding component AapJ	amino acid transport [GO:0006865]			1.0	Bacterial solute-binding protein 3 family	PF00497;
A0A1V4V829	A0A1V4V829_9EURY	Glutamine synthetase (EC 6.3.1.2)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; metal ion binding [GO:0046872]; glutamine biosynthetic process [GO:0006542]		6.3.1.2	2.0	Glutamine synthetase family	PF00120;PF03951;
E8N0J0	E8N0J0_ANATU	Beta sliding clamp	cytoplasm [GO:0005737]; DNA polymerase III complex [GO:0009360]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA strand elongation involved in DNA replication [GO:0006271]	FUNCTION: Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria; Pol III exhibits 3'-5' exonuclease proofreading activity. The beta chain is required for initiation of replication as well as for processivity of DNA replication. {ECO:0000256|PIRNR:PIRNR000804}.		2.0	Beta sliding clamp family	PF00712;PF02767;PF02768;
A5G481	A5G481_GEOUR	Iron-containing alcohol dehydrogenase	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]			1.0	Iron-containing alcohol dehydrogenase family	PF00465;
F4BV07	F4BV07_METSG	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase (ADH synthase) (ADHS) (ADTH synthase) (EC 2.2.1.10)	fructose-bisphosphate aldolase activity [GO:0004332]; hydro-lyase activity [GO:0016836]; transketolase or transaldolase activity [GO:0016744]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]	FUNCTION: Catalyzes a transaldol reaction between 6-deoxy-5-ketofructose 1-phosphate (DKFP) and L-aspartate semialdehyde (ASA) with an elimination of hydroxypyruvaldehyde phosphate to yield 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate (ADH). Plays a key role in an alternative pathway of the biosynthesis of 3-dehydroquinate (DHQ), which is involved in the canonical pathway for the biosynthesis of aromatic amino acids. {ECO:0000256|HAMAP-Rule:MF_00960}.	2.2.1.10	2.0	DeoC/FbaB aldolase family, ADHS subfamily	PF01791;
A0A1V4VDB6	A0A1V4VDB6_9EURY	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	cytoplasm [GO:0005737]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	FUNCTION: Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP. {ECO:0000256|HAMAP-Rule:MF_00011}.	6.3.4.4	3.0	Adenylosuccinate synthetase family	PF00709;
G1UW22	G1UW22_9BACT	Uncharacterized protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF07715;PF00593;
Q2FRI3	EF1A_METHJ	Elongation factor 1-alpha (EF-1-alpha) (EC 3.6.5.3) (Elongation factor Tu) (EF-Tu)	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	FUNCTION: GTP hydrolase that promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00118}.	3.6.5.3	3.0	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-Tu/EF-1A subfamily	PF22594;PF00009;PF03144;
G7TFL4	G7TFL4_XANOB	Oar protein	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;PF07715;
D5ED85	D5ED85_AMICL	Glutamate dehydrogenase	glutamate dehydrogenase (NAD+) activity [GO:0004352]; nucleotide binding [GO:0000166]; glutamate catabolic process [GO:0006538]			2.0	Glu/Leu/Phe/Val dehydrogenases family	PF00208;PF02812;
R7KD67	R7KD67_9FIRM	Uncharacterized protein				1.0		
K6AP91	K6AP91_9BACT	Tetratricopeptide repeat protein				1.0		PF13181;
A0A1V4V9K4	A0A1V4V9K4_9EURY	Molybdopterin biosynthesis protein MoeB	metal ion binding [GO:0046872]; sulfur dioxygenase activity [GO:0050313]; glutathione metabolic process [GO:0006749]; hydrogen sulfide metabolic process [GO:0070813]; proton transmembrane transport [GO:1902600]			1.0		PF00753;PF00581;
I3ZCW8	I3ZCW8_TERRK	TonB-dependent receptor family protein	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;PF07715;
F4BYP5	F4BYP5_METSG	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	cytoplasm [GO:0005737]; glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; protoporphyrinogen IX biosynthetic process [GO:0006782]		5.4.3.8	2.0	Class-III pyridoxal-phosphate-dependent aminotransferase family, HemL subfamily	PF00202;
X1CSY9	X1CSY9_9ZZZZ	Uncharacterized protein				1.0		
F4C0N8	F4C0N8_METSG	HTH crp-type domain-containing protein	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]			1.0		PF12802;
E8N197	E8N197_ANATU	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]	FUNCTION: Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme. {ECO:0000256|HAMAP-Rule:MF_00086}.	2.5.1.6	3.0	AdoMet synthase family	PF02773;PF02772;PF00438;
L0HEI3	L0HEI3_METFS	formate dehydrogenase (coenzyme F420) (EC 1.17.98.3)	iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor [GO:0052592]		1.17.98.3	1.0		PF13183;PF04432;PF04422;
A0A7K4AH64	A0A7K4AH64_METSH	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]; L-serine biosynthetic process [GO:0006564]		1.1.1.95	2.0	D-isomer specific 2-hydroxyacid dehydrogenase family	PF00389;PF02826;PF19304;
D8FHP6	D8FHP6_9FIRM	ABC transporter, substrate-binding protein, family 5	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
H8MY94	H8MY94_CORCM	Uncharacterized protein				1.0		
Q026I6	Q026I6_SOLUE	TonB-dependent receptor	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;
A5USL7	A5USL7_ROSS1	Pyruvate flavodoxin/ferredoxin oxidoreductase domain protein	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on the aldehyde or oxo group of donors [GO:0016903]; thiamine pyrophosphate binding [GO:0030976]; electron transport chain [GO:0022900]; response to oxidative stress [GO:0006979]			2.0	Pyruvate:ferredoxin/flavodoxin oxidoreductase family	PF10371;PF12838;PF17147;PF01558;PF01855;PF02775;
C0QDP4	C0QDP4_DESAH	HdrL1	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]			1.0	HdrA family	PF00037;PF14691;PF12838;PF13450;PF07992;
