qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry	Entry Name	Protein names	Gene Ontology (GO)	Function [CC]	EC number	Annotation	Protein families	Pfam
tr|I4CD46|I4CD46_DESTA	I4CD46	100.0	389	0	0	1	389	1	389	1.4899999999999994e-278	764.0	I4CD46	I4CD46_DESTA	Acyl-CoA dehydrogenase	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]			1.0	Acyl-CoA dehydrogenase family	PF00441;PF02770;PF02771;
tr|I4CBF8|I4CBF8_DESTA	I4CBF8	100.0	147	0	0	1	147	1	147	1.7699999999999996e-104	304.0	I4CBF8	I4CBF8_DESTA	Coenzyme F420-reducing hydrogenase, delta subunit	iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity [GO:0016491]			1.0		PF02662;
tr|I4CBF5|I4CBF5_DESTA	I4CBF5	100.0	142	0	0	1	142	1	142	8.56e-96	281.0	I4CBF5	I4CBF5_DESTA	Coenzyme F420-reducing hydrogenase, delta subunit	iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity [GO:0016491]			1.0		PF02662;
tr|I4CA52|I4CA52_DESTA	I4CA52	100.0	383	0	0	1	383	1	383	8.929999999999996e-277	759.0	I4CA52	I4CA52_DESTA	Acyl-CoA dehydrogenase	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]			1.0	Acyl-CoA dehydrogenase family	PF00441;PF02770;PF02771;
tr|I4C6E3|I4C6E3_DESTA	I4C6E3	100.0	384	0	0	1	384	1	384	3.369999999999998e-277	760.0	I4C6E3	I4C6E3_DESTA	propanoyl-CoA C-acyltransferase (EC 2.3.1.176) (Propanoyl-CoA C-acyltransferase)	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; lipid binding [GO:0008289]; lipid transport [GO:0006869]		2.3.1.176	1.0		PF22691;PF00108;
tr|I4C4L6|I4C4L6_DESTA	I4C4L6	100.0	904	0	0	1	904	1	904	0.0	1824.0	I4C4L6	I4C4L6_DESTA	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL-like protein	2 iron, 2 sulfur cluster binding [GO:0051537]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]			1.0	Xanthine dehydrogenase family	PF01315;PF00111;PF01799;PF02738;PF20256;
tr|I4C1A4|I4C1A4_DESTA	I4C1A4	100.0	265	0	0	1	265	1	265	3.679999999999998e-196	545.0	I4C1A4	I4C1A4_DESTA	Acetoacetate decarboxylase	lyase activity [GO:0016829]			1.0		PF06314;
tr|I4BZ67|I4BZ67_ACEMN	I4BZ67	100.0	360	0	0	1	360	1	360	2.149999999999999e-270	741.0	I4BZ67	I4BZ67_ACEMN	ABC-type Fe3+ transport system, periplasmic component	outer membrane-bounded periplasmic space [GO:0030288]; thiamine binding [GO:0030975]; thiamine pyrophosphate binding [GO:0030976]; thiamine transport [GO:0015888]			1.0		PF13343;
tr|I4BX69|I4BX69_ACEMN	I4BX69	100.0	324	0	0	1	324	1	324	1.4199999999999992e-225	625.0	I4BX69	I4BX69_ACEMN	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase component beta subunit	oxidoreductase activity [GO:0016491]			1.0		PF02779;PF02780;
tr|I4BUX4|I4BUX4_ACEMN	I4BUX4	100.0	539	0	0	1	539	1	539	0.0	1013.0	I4BUX4	I4BUX4_ACEMN	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; isomerase activity [GO:0016853]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]	FUNCTION: Together with its co-chaperonin GroES, plays an essential role in assisting protein folding. The GroEL-GroES system forms a nano-cage that allows encapsulation of the non-native substrate proteins and provides a physical environment optimized to promote and accelerate protein folding. {ECO:0000256|HAMAP-Rule:MF_00600, ECO:0000256|RuleBase:RU000419}.	5.6.1.7	3.0	Chaperonin (HSP60) family	PF00118;
tr|I4A4E0|I4A4E0_DESDJ	I4A4E0	100.0	92	0	0	1	92	1	92	1.0599999999999999e-52	169.0	I4A4E0	I4A4E0_DESDJ	Carbon dioxide concentrating mechanism/carboxysome shell protein	bacterial microcompartment [GO:0031469]			1.0	Bacterial microcompartments protein family, CsoS1 subfamily	PF00936;
tr|I3ZIX2|I3ZIX2_TERRK	I3ZIX2	100.0	1090	0	0	1	1090	1	1090	0.0	2136.0	I3ZIX2	I3ZIX2_TERRK	Putative collagen-binding protein	cell outer membrane [GO:0009279]			1.0		PF13620;
tr|I3ZEB8|I3ZEB8_TERRK	I3ZEB8	100.0	1027	0	0	1	1027	1	1027	0.0	2011.0	I3ZEB8	I3ZEB8_TERRK	Carboxypeptidase regulatory-like domain-containing protein	cell outer membrane [GO:0009279]			1.0		PF13620;
tr|I3ZCW8|I3ZCW8_TERRK	I3ZCW8	100.0	1193	0	0	1	1193	1	1193	0.0	2347.0	I3ZCW8	I3ZCW8_TERRK	TonB-dependent receptor family protein	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;PF07715;
tr|I3ZBA7|I3ZBA7_TERRK	I3ZBA7	100.0	1138	0	0	1	1138	1	1138	0.0	2240.0	I3ZBA7	I3ZBA7_TERRK	Outer membrane receptor protein	cell outer membrane [GO:0009279]			1.0		PF13620;PF07715;
tr|I3WKF3|I3WKF3_BIFBI	I3WKF3	100.0	248	0	0	1	248	1	248	2.2799999999999993e-177	496.0	I3WKF3	I3WKF3_BIFBI	Metal dependent phosphohydrolase	hydrolase activity [GO:0016787]			1.0		PF01966;
tr|I3VVV5|I3VVV5_THESW	W9EBD6	100.0	601	0	0	1	601	1	601	0.0	1222.0	W9EBD6	W9EBD6_9THEO	ABC transporter periplasmic protein	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0		PF00496;
tr|I3NUN5|I3NUN5_PLOBU	I3NUN5	100.0	499	0	0	1	499	1	499	0.0	986.0	I3NUN5	I3NUN5_PLOBU	Ribosomal protein S3	mitochondrion [GO:0005739]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]			2.0	Universal ribosomal protein uS3 family	PF00189;
tr|I3JEI9|I3JEI9_ORENI	I3JEI9	100.0	879	0	0	1	879	1	879	0.0	1677.0	I3JEI9	I3JEI9_ORENI	Myosin light chain kinase	ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; protein kinase activity [GO:0004672]			2.0	Protein kinase superfamily, CAMK Ser/Thr protein kinase family	PF00041;PF07679;PF00069;
tr|I3I6E9|I3I6E9_9GAMM	I3I6E9	100.0	745	0	0	1	745	1	745	0.0	1407.0	I3I6E9	I3I6E9_9GAMM	Putative protease	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			2.0	Peptidase S8 family	PF10633;PF00082;
tr|I3CL05|I3CL05_9GAMM	I3CL05	100.0	398	0	0	1	398	1	398	3.719999999999998e-288	789.0	I3CL05	I3CL05_9GAMM	Porin domain-containing protein	membrane [GO:0016020]; porin activity [GO:0015288]			1.0		PF13609;
tr|I3C1H9|I3C1H9_9FLAO	I3C1H9	100.0	1032	0	0	1	1032	1	1032	0.0	2080.0	I3C1H9	I3C1H9_9FLAO	TonB-linked outer membrane protein, SusC/RagA family	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
tr|I2PXU6|I2PXU6_9BACT	I2PXU6	100.0	393	0	0	1	393	1	393	1.699999999999999e-286	785.0	I2PXU6	I2PXU6_9BACT	Alcohol dehydrogenase, class IV	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]			1.0	Iron-containing alcohol dehydrogenase family	PF00465;
tr|I2PXQ9|I2PXQ9_9BACT	I2PXQ9	100.0	491	0	0	1	491	1	491	0.0	960.0	I2PXQ9	I2PXQ9_9BACT	NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit	4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]			1.0	Complex I 51 kDa subunit family	PF01512;PF13237;PF10589;
tr|I2GKZ5|I2GKZ5_9BACT	I2GKZ5	100.0	748	0	0	1	748	1	748	0.0	1472.0	I2GKZ5	I2GKZ5_9BACT	Colicin I receptor	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
tr|I2F718|I2F718_9BACT	I2F718	100.0	320	0	0	1	320	1	320	1.1299999999999995e-229	635.0	I2F718	I2F718_9BACT	ABC-type sugar transport system, periplasmic component	cell envelope [GO:0030313]; carbohydrate binding [GO:0030246]			1.0	Bacterial solute-binding protein 2 family	PF13407;
tr|I2F4X0|I2F4X0_9BACT	A0A2G8DFF9	100.0	391	0	0	1	391	1	391	5.4299999999999964e-282	773.0	A0A2G8DFF9	A0A2G8DFF9_9BACT	DUF3798 domain-containing protein				1.0		PF12683;
tr|I2F2P3|I2F2P3_9BACT	A0A2G8DI62	100.0	421	0	0	1	421	1	421	2.53e-309	845.0	A0A2G8DI62	A0A2G8DI62_9BACT	Sugar ABC transporter substrate-binding protein	cell envelope [GO:0030313]			1.0	Bacterial solute-binding protein 1 family	PF13416;
tr|I2F2A0|I2F2A0_9BACT	I2F2A0	100.0	574	0	0	1	574	1	574	0.0	1196.0	I2F2A0	I2F2A0_9BACT	ABC-type dipeptide transport system, periplasmic component	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
tr|I2F1Z3|I2F1Z3_9BACT	I2F1Z3	100.0	613	0	0	1	613	1	613	0.0	1256.0	I2F1Z3	I2F1Z3_9BACT	ABC-type dipeptide transport system, periplasmic component	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0		PF00496;
tr|I1TK77|I1TK77_9MOLU	I1TK71	100.0	295	0	0	1	295	1	295	3.979999999999998e-206	573.0	I1TK71	I1TK71_9MOLU	DNA-directed RNA polymerase beta subunit	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; DNA-templated transcription [GO:0006351]			1.0		PF04561;
tr|I1T4P5|I1T4P5_9ROSI	Q56D12	100.0	195	0	0	1	195	1	195	9.479999999999996e-137	389.0	Q56D12	Q56D12_GOSHI	ROP4 (Small GTPase) (Rac3)	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small GTPase-mediated signal transduction [GO:0007264]			1.0	Small GTPase superfamily, Rho family	PF00071;
tr|I1DSM8|I1DSM8_9GAMM	I1DSM8	100.0	747	0	0	1	747	1	747	0.0	1425.0	I1DSM8	I1DSM8_9GAMM	Collagenolytic subtilisin-like serine protease	extracellular space [GO:0005615]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			1.0	Peptidase S8 family	PF02225;PF00082;PF04151;
tr|I0Z730|I0Z730_COCSC	I0Z730	100.0	15797	0	0	1	15797	1	15797	0.0	29624.0	I0Z730	I0Z730_COCSC	Ketoacyl-synt-domain-containing protein	(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity [GO:0019171]; [acyl-carrier-protein] S-acetyltransferase activity [GO:0004313]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; fatty acid synthase activity [GO:0004312]; oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177]; fatty acid biosynthetic process [GO:0006633]; phenol-containing compound biosynthetic process [GO:0046189]; secondary metabolite biosynthetic process [GO:0044550]			2.0		PF08240;PF13602;PF00109;PF02801;PF08659;PF08242;PF21089;PF00550;PF14765;PF00975;
tr|I0Z0P2|I0Z0P2_COCSC	I0Z0P2	100.0	1165	0	0	1	1165	1	1165	0.0	2077.0	I0Z0P2	I0Z0P2_COCSC	Protein kinase domain-containing protein	cytoplasm [GO:0005737]; membrane [GO:0016020]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]			2.0	Protein kinase superfamily, Ser/Thr protein kinase family	PF00560;PF08263;PF00069;
tr|I0XB92|I0XB92_9SPIR	I0XB92	100.0	1028	0	0	1	1028	1	1028	0.0	1810.0	I0XB92	I0XB92_9SPIR	Formylmethanofuran dehydrogenase subunit C	cell outer membrane [GO:0009279]; extracellular region [GO:0005576]			1.0		PF13229;
tr|I0UVT1|I0UVT1_9MICC	A0A2Z5QZX8	100.0	334	0	0	1	334	1	334	2.1999999999999988e-234	648.0	A0A2Z5QZX8	A0A2Z5QZX8_9MICC	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]		1.2.1.-	2.0	Glyceraldehyde-3-phosphate dehydrogenase family	PF02800;PF00044;
tr|I0JRL0|I0JRL0_HALH3	I0JRL0	100.0	1453	0	0	1	1453	1	1453	0.0	2843.0	I0JRL0	I0JRL0_HALH3	S8/S53 family peptidase	extracellular region [GO:0005576]; membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			2.0	Peptidase S8 family	PF06280;PF02225;PF00082;PF00395;
tr|I0IKN4|I0IKN4_LEPFC	I0IKN4	100.0	286	0	0	1	286	1	286	6.850000000000001e-33	132.0	I0IKN4	I0IKN4_LEPFC	PEP-CTERM protein-sorting domain-containing protein				1.0		PF07589;
tr|I0I6K1|I0I6K1_CALAS	I0I6K1	100.0	557	0	0	1	557	1	557	0.0	1068.0	I0I6K1	I0I6K1_CALAS	Bidirectional hydrogenase F subunit	4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]			1.0	Complex I 51 kDa subunit family	PF01257;PF01512;PF10589;
tr|I0I1K6|I0I1K6_CALAS	I0I1K6	100.0	504	0	0	1	504	1	504	0.0	1004.0	I0I1K6	I0I1K6_CALAS	Putative oligopeptide ABC transporter oligopeptide binding protein				1.0		
tr|I0I103|I0I103_CALAS	I0I103	100.0	300	0	0	1	300	1	300	3.1599999999999986e-210	584.0	I0I103	I0I103_CALAS	Purine nucleoside phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase)	cytoplasm [GO:0005737]; purine-nucleoside phosphorylase activity [GO:0004731]; nucleoside metabolic process [GO:0009116]	FUNCTION: The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta-(deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate. Cleaves guanosine, inosine, 2'-deoxyguanosine and 2'-deoxyinosine. {ECO:0000256|ARBA:ARBA00002678}.	2.4.2.1	2.0	PNP/MTAP phosphorylase family	PF01048;
tr|I0I0I6|I0I0I6_CALAS	I0I0I6	100.0	864	0	0	1	864	1	864	0.0	1564.0	I0I0I6	I0I0I6_CALAS	Chaperone protein ClpB	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cellular response to heat [GO:0034605]; protein refolding [GO:0042026]	FUNCTION: Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE. {ECO:0000256|RuleBase:RU362034}.		2.0	ClpA/ClpB family	PF00004;PF07724;PF17871;PF02861;PF10431;
tr|I0I052|I0I052_CALAS	I0I052	100.0	483	0	0	1	483	1	483	0.0	889.0	I0I052	I0I052_CALAS	CARDB domain-containing protein				1.0		
tr|I0HZS3|I0HZS3_CALAS	I0HZS3	100.0	421	0	0	1	421	1	421	3.479999999999998e-275	758.0	I0HZS3	I0HZS3_CALAS	Putative ABC transporter substrate binding protein	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; carbohydrate transmembrane transporter activity [GO:0015144]; maltose binding [GO:1901982]; maltodextrin transmembrane transport [GO:0042956]; maltose transport [GO:0015768]			1.0	Bacterial solute-binding protein 1 family	PF13416;
tr|I0HYT2|I0HYT2_CALAS	A0A7C1FKD3	100.0	152	0	0	1	152	1	152	8.34e-101	295.0	A0A7C1FKD3	A0A7C1FKD3_9CHLR	Hsp20/alpha crystallin family protein				1.0	Small heat shock protein (HSP20) family	PF00011;
tr|I0BK35|I0BK35_9BACL	I0BK35	100.0	470	0	0	1	470	1	470	0.0	945.0	I0BK35	I0BK35_9BACL	ABC transporter substrate-binding protein				1.0	Bacterial solute-binding protein 1 family	
tr|I0ALK3|I0ALK3_IGNAJ	I0ALK3	100.0	487	0	0	1	487	1	487	0.0	970.0	I0ALK3	I0ALK3_IGNAJ	Aminoacylhistidine dipeptidase	cytosol [GO:0005829]; metallodipeptidase activity [GO:0070573]; proteolysis [GO:0006508]			1.0		PF07687;PF01546;
tr|I0AKM4|I0AKM4_IGNAJ	I0AKM4	100.0	1477	0	0	1	1477	1	1477	0.0	2902.0	I0AKM4	I0AKM4_IGNAJ	Choice-of-anchor D domain-containing protein				1.0		PF22073;PF07675;
tr|I0AKB8|I0AKB8_IGNAJ	I0AKB8	100.0	665	0	0	1	665	1	665	0.0	1367.0	I0AKB8	I0AKB8_IGNAJ	Fibronectin type III domain protein				1.0		
tr|I0AK44|I0AK44_IGNAJ	I0AK44	100.0	326	0	0	1	326	1	326	1.4399999999999997e-235	650.0	I0AK44	I0AK44_IGNAJ	Type IX secretion system protein PorV domain-containing protein				1.0		PF19572;
tr|I0AK42|I0AK42_IGNAJ	I0AK42	100.0	771	0	0	1	771	1	771	0.0	1513.0	I0AK42	I0AK42_IGNAJ	phospholipase D (EC 3.1.4.4)	RNA endonuclease activity, producing 5'-phosphomonoesters [GO:0016891]; lipid catabolic process [GO:0016042]; phosphorus metabolic process [GO:0006793]		3.1.4.4	2.0	Phospholipase D family	PF13091;PF18962;
tr|I0AJM9|I0AJM9_IGNAJ	I0AJM9	100.0	1127	0	0	1	1127	1	1127	0.0	2200.0	I0AJM9	I0AJM9_IGNAJ	Bacillopeptidase F	serine-type endopeptidase activity [GO:0004252]; cell-matrix adhesion [GO:0007160]; proteolysis [GO:0006508]			1.0	Peptidase S8 family	PF00041;PF06119;PF00082;PF18962;
tr|I0AGU1|I0AGU1_IGNAJ	I0AGU1	100.0	922	0	0	1	922	1	922	0.0	1855.0	I0AGU1	I0AGU1_IGNAJ	Outer membrane receptor protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF13715;PF00593;
tr|H9UC07|H9UC07_FERPD	H9UC07	100.0	403	0	0	1	403	1	403	2.5499999999999986e-293	803.0	H9UC07	H9UC07_FERPD	Probable 2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (aPGAM) (EC 5.4.2.12)	metal ion binding [GO:0046872]; phosphoglycerate mutase activity [GO:0004619]; glycolytic process [GO:0006096]	FUNCTION: Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate. {ECO:0000256|ARBA:ARBA00002315, ECO:0000256|HAMAP-Rule:MF_01402}.	5.4.2.12	2.0	BPG-independent phosphoglycerate mutase family, A-PGAM subfamily	PF01676;PF10143;
tr|H9UAD6|H9UAD6_FERPD	H9UAD6	100.0	348	0	0	1	348	1	348	3.7499999999999977e-249	686.0	H9UAD6	H9UAD6_FERPD	von Willebrand factor type A-like protein				1.0		
tr|H9U9H4|H9U9H4_FERPD	H9U9H4	100.0	366	0	0	1	366	1	366	7.669999999999996e-258	710.0	H9U9H4	H9U9H4_FERPD	Putative ABC-type transport system, periplasmic component/surface lipoprotein	plasma membrane [GO:0005886]			1.0	BMP lipoprotein family	PF02608;
tr|H9TKM2|H9TKM2_SALET	A0A3Z4X0U0	100.0	382	0	0	1	382	1	382	4.089999999999998e-277	760.0	A0A3Z4X0U0	A0A3Z4X0U0_SALET	Plasmid transfer ATPase TraJ	ATP hydrolysis activity [GO:0016887]			1.0	GSP E family	PF00437;
tr|H9TJW2|H9TJW2_SALET	A0PB84	100.0	371	0	0	1	371	1	371	1.1299999999999994e-282	773.0	A0PB84	A0PB84_PHODP	Phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase	transferase activity [GO:0016740]			1.0		PF01507;
tr|H9TJQ6|H9TJQ6_SALET	E1QMR0	100.0	574	0	0	1	574	20	593	0.0	1159.0	E1QMR0	E1QMR0_SALET	Aerobactin siderophore biosynthesis protein IucA	membrane [GO:0016020]; acid-amino acid ligase activity [GO:0016881]; siderophore biosynthetic process [GO:0019290]			1.0	IucA/IucC family	PF06276;PF04183;
tr|H8ZXG3|H8ZXG3_9EUGL	H8ZXG3	100.0	409	0	0	1	409	1	409	9.999999999999995e-294	804.0	H8ZXG3	H8ZXG3_9EUGL	Elongation factor Tu, chloroplastic (EF-Tu)	chloroplast [GO:0009507]; mitochondrion [GO:0005739]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; mitochondrial translational elongation [GO:0070125]	FUNCTION: This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis. {ECO:0000256|ARBA:ARBA00003982, ECO:0000256|HAMAP-Rule:MF_00118, ECO:0000256|RuleBase:RU000325}.		2.0	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-Tu/EF-1A subfamily	PF00009;PF03144;PF03143;
tr|H8MY94|H8MY94_CORCM	H8MY94	100.0	734	0	0	1	734	1	734	0.0	1495.0	H8MY94	H8MY94_CORCM	Uncharacterized protein				1.0		
tr|H8MQY3|H8MQY3_CORCM	H8MQY3	100.0	537	0	0	1	537	1	537	0.0	991.0	H8MQY3	H8MQY3_CORCM	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; isomerase activity [GO:0016853]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]	FUNCTION: Together with its co-chaperonin GroES, plays an essential role in assisting protein folding. The GroEL-GroES system forms a nano-cage that allows encapsulation of the non-native substrate proteins and provides a physical environment optimized to promote and accelerate protein folding. {ECO:0000256|HAMAP-Rule:MF_00600, ECO:0000256|RuleBase:RU000419}.	5.6.1.7	3.0	Chaperonin (HSP60) family	PF00118;
tr|H8MEU3|H8MEU3_CORCM	H8MEU3	100.0	980	0	0	1	980	1	980	0.0	1930.0	H8MEU3	H8MEU3_CORCM	Ig-like domain-containing protein				1.0		PF13948;PF07995;
tr|H8IAP7|H8IAP7_METCZ	H8IAP7	100.0	541	0	0	1	541	1	541	0.0	1097.0	H8IAP7	H8IAP7_METCZ	ABC-type dipeptide transport system, periplasmic component	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
tr|H8I8V8|H8I8V8_METCZ	H8I8V8	100.0	1830	0	0	1	1830	1	1830	0.0	3613.0	H8I8V8	H8I8V8_METCZ	PKD repeat-containing protein	membrane [GO:0016020]			1.0		PF07705;PF11824;PF18911;
tr|H7FMD0|H7FMD0_FLAFP	H7FMD0	100.0	249	0	0	1	249	1	249	2.7599999999999993e-174	489.0	H7FMD0	H7FMD0_FLAFP	Pesticidal crystal protein Cry22Aa Ig-like domain-containing protein				1.0		PF16403;
tr|H6RQ75|H6RQ75_BLASD	H6RQ75	100.0	122	0	0	1	122	1	122	1.9899999999999997e-80	241.0	H6RQ75	H6RQ75_BLASD	Uncharacterized protein				1.0		
tr|H5XUX6|H5XUX6_9FIRM	H5XUX6	100.0	612	0	0	1	612	1	612	0.0	1234.0	H5XUX6	H5XUX6_9FIRM	Acyl-CoA dehydrogenase	plasma membrane [GO:0005886]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]			1.0	Acyl-CoA dehydrogenase family	PF00441;PF12806;PF02770;PF02771;
tr|H5SQE7|H5SQE7_ACEAU	H5SQE7	100.0	881	0	0	1	881	1	881	0.0	1644.0	H5SQE7	H5SQE7_ACEAU	Peptide/nickel transport system substrate-binding protein	membrane [GO:0016020]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
tr|H5SPT3|H5SPT3_9BACT	H5SPT3	100.0	654	0	0	1	654	1	654	0.0	1336.0	H5SPT3	H5SPT3_9BACT	Aminopeptidase	aminopeptidase activity [GO:0004177]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			1.0		PF00326;
tr|H5SKV0|H5SKV0_9ZZZZ	H5SKV0	100.0	447	0	0	1	447	1	447	0.0	907.0	H5SKV0	H5SKV0_9ZZZZ	Glutamate dehydrogenase (NAD(P)+)	glutamate dehydrogenase (NAD+) activity [GO:0004352]; glutamate catabolic process [GO:0006538]			1.0	Glu/Leu/Phe/Val dehydrogenases family	PF00208;PF02812;
